,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Western Europe,,926,, 16 237 829, 18 318 040, 20 425 378, 22 776 284, 25 245 315, 27 382 470, 8 506 178, 9 352 448, 10 213 350, 11 162 407, 12 093 939, 13 209 625, 7 731 651, 8 965 592, 10 212 028, 11 613 877, 13 151 376, 14 172 845,,,,,,,,,,,,,,,,,,,,
171,Austria,,40,B,  793 239,  894 893,  996 547, 1 136 270, 1 275 992, 1 492 374,  368 287,  423 302,  478 318,  543 618,  608 918,  716 470,  424 952,  471 591,  518 229,  592 652,  667 074,  775 904,,,,,,,,,,,,,,,,,,,,
172,Belgium,,56,C,  891 537,  885 278,  853 369,  870 862, 1 052 844, 1 387 940,  480 445,  468 072,  443 696,  445 710,  534 608,  715 142,  411 092,  417 206,  409 673,  425 152,  518 236,  672 798,,,,,,,,,,,,,,,,,,,,
173,France,,250,B, 5 897 267, 6 087 993, 6 278 718, 6 737 600, 7 196 481, 7 784 418, 2 999 376, 3 046 083, 3 092 789, 3 300 859, 3 508 928, 3 782 619, 2 897 891, 3 041 910, 3 185 929, 3 436 741, 3 687 553, 4 001 799,,,,,,,,,,,,,,,,,,,,
174,Germany,,276,B, 5 936 181, 7 464 406, 8 992 631, 10 299 160, 11 605 690, 12 005 690, 3 293 128, 3 898 397, 4 503 666, 5 011 682, 5 519 698, 5 709 939, 2 643 053, 3 566 009, 4 488 965, 5 287 478, 6 085 992, 6 295 751,,,,,,,,,,,,,,,,,,,,
175,Liechtenstein,,438,B,  10 906,  13 311,  15 483,  18 898,  22 342,  23 493,  5 956,  7 068,  7 980,  9 434,  10 867,  11 428,  4 950,  6 243,  7 503,  9 464,  11 475,  12 065,,,,,,,,,,,,,,,,,,,,
176,Luxembourg,,442,B,  113 795,  126 106,  139 750,  150 618,  163 142,  249 325,  56 062,  62 292,  69 286,  74 951,  81 420,  126 180,  57 733,  63 814,  70 464,  75 667,  81 722,  123 145,,,,,,,,,,,,,,,,,,,,
177,Monaco,,492,B,  20 359,  21 060,  21 787,  21 312,  21 132,  21 042,  9 471,  9 955,  10 458,  10 322,  10 325,  10 326,  10 888,  11 105,  11 329,  10 990,  10 807,  10 716,,,,,,,,,,,,,,,,,,,,
178,Netherlands,,528,B, 1 182 263, 1 346 164, 1 556 337, 1 736 127, 1 832 510, 1 979 486,  592 343,  668 236,  765 302,  843 444,  881 264,  942 478,  589 920,  677 928,  791 035,  892 683,  951 246, 1 037 008,,,,,,,,,,,,,,,,,,,,
179,Switzerland,,756,B, 1 392 282, 1 478 829, 1 570 756, 1 805 437, 2 075 182, 2 438 702,  701 110,  769 043,  841 855,  922 387,  937 911, 1 195 043,  691 172,  709 786,  728 901,  883 050, 1 137 271, 1 243 659,,,,,,,,,,,,,,,,,,,,
180,Latin America and the Caribbean,,904,, 7 169 728, 6 694 640, 6 578 428, 7 233 098, 8 238 795, 9 233 989, 3 597 037, 3 349 769, 3 283 675, 3 594 756, 4 090 744, 4 583 051, 3 572 691, 3 344 871, 3 294 753, 3 638 342, 4 148 051, 4 650 938,,,,,,,,,,,,,,,,,,,,
181,Caribbean,,915,, 1 056 555, 1 154 700, 1 255 647, 1 328 740, 1 345 732, 1 367 407,  549 666,  596 692,  645 104,  680 714,  688 738,  701 130,  506 889,  558 008,  610 543,  648 026,  656 994,  666 277,,,,,,,,,,,,,,,,,,,,
182,Anguilla,,660,B,  2 570,  3 317,  4 063,  4 684,  5 103,  5 470,  1 258,  1 584,  1 910,  2 210,  2 415,  2 593,  1 312,  1 733,  2 153,  2 474,  2 688,  2 877,,,,,,,,,,,,,,,,,,,,
183,Antigua and Barbuda,,28,B,  12 029,  17 550,  23 071,  24 741,  26 412,  28 083,  5 775,  8 046,  10 316,  11 052,  11 788,  12 524,  6 254,  9 504,  12 755,  13 689,  14 624,  15 559,,,,,,,,,,,,,,,,,,,,
184,Aruba,,533,B,  14 444,  22 274,  30 104,  32 540,  34 327,  36 114,  6 429,  9 974,  13 519,  14 559,  15 311,  16 108,  8 015,  12 300,  16 585,  17 981,  19 016,  20 006,,,,,,,,,,,,,,,,,,,,
185,Bahamas,,44,B,  26 855,  31 654,  36 454,  45 595,  54 736,  59 306,  13 827,  16 620,  19 414,  23 646,  27 878,  29 994,  13 028,  15 034,  17 040,  21 949,  26 858,  29 312,,,,,,,,,,,,,,,,,,,,
186,Barbados,,52,B,  24 024,  26 224,  28 424,  30 624,  32 825,  34 475,  10 065,  11 235,  12 405,  13 575,  14 746,  15 488,  13 959,  14 989,  16 019,  17 049,  18 079,  18 987,,,,,,,,,,,,,,,,,,,,
187,"Bonaire, Sint Eustatius and Saba",(20),535,B,  38 410,  42 258,  46 105,  49 105,  11 445,  13 002,  17 257,  18 830,  20 402,  21 730,  5 530,  6 292,  21 153,  23 428,  25 703,  27 375,  5 915,  6 710,,,,,,,,,,,,,,,,,,,,
188,British Virgin Islands,,92,B,  8 035,  10 046,  12 058,  13 808,  15 558,  17 308,  4 126,  5 034,  5 942,  6 805,  7 667,  8 530,  3 909,  5 012,  6 116,  7 003,  7 891,  8 778,,,,,,,,,,,,,,,,,,,,
189,Cayman Islands,,136,C,  9 387,  14 320,  19 253,  21 655,  24 057,  23 726,  4 622,  7 166,  9 709,  11 011,  12 312,  12 143,  4 765,  7 154,  9 544,  10 644,  11 745,  11 583,,,,,,,,,,,,,,,,,,,,
190,Cuba,,192,B,  34 555,  26 187,  17 818,  17 023,  14 818,  13 336,  17 278,  12 559,  7 840,  7 540,  6 611,  5 950,  17 277,  13 628,  9 978,  9 483,  8 207,  7 386,,,,,,,,,,,,,,,,,,,,
191,Cura?ao,,531,B,..,..,..,..,  34 627,  37 611,..,..,..,..,  14 195,  15 467,..,..,..,..,  20 432,  22 144,,,,,,,,,,,,,,,,,,,,
192,Dominica,,212,B,  2 519,  3 121,  3 723,  4 744,  5 765,  6 720,  1 309,  1 623,  1 955,  2 491,  3 027,  3 528,  1 210,  1 498,  1 768,  2 253,  2 738,  3 192,,,,,,,,,,,,,,,,,,,,
193,Dominican Republic,,214,B,  291 151,  323 381,  355 611,  376 001,  393 720,  415 564,  181 677,  198 842,  216 008,  228 180,  238 742,  251 890,  109 474,  124 539,  139 603,  147 821,  154 978,  163 674,,,,,,,,,,,,,,,,,,,,
194,Grenada,,308,B,  4 263,  5 544,  6 825,  6 902,  6 980,  7 057,  2 106,  2 746,  3 386,  3 424,  3 463,  3 502,  2 157,  2 798,  3 439,  3 478,  3 517,  3 555,,,,,,,,,,,,,,,,,,,,
195,Guadeloupe,(21),312,B,  65 944,  74 566,  83 188,  89 065,  94 942,  98 507,  32 718,  36 248,  39 778,  41 273,  42 768,  43 858,  33 226,  38 318,  43 410,  47 792,  52 174,  54 649,,,,,,,,,,,,,,,,,,,,
196,Haiti,,332,B,  19 084,  22 458,  25 832,  30 468,  35 104,  39 529,  10 606,  12 635,  14 664,  17 413,  20 162,  22 774,  8 478,  9 823,  11 168,  13 055,  14 942,  16 755,,,,,,,,,,,,,,,,,,,,
197,Jamaica,,388,B,  20 475,  22 713,  24 952,  24 314,  23 677,  23 167,  9 981,  11 242,  12 503,  12 263,  12 024,  11 766,  10 494,  11 471,  12 449,  12 051,  11 653,  11 401,,,,,,,,,,,,,,,,,,,,
198,Martinique,,474,B,  38 705,  46 599,  54 492,  57 034,  59 575,  61 731,  19 091,  22 271,  25 451,  25 891,  26 330,  26 989,  19 614,  24 328,  29 041,  31 143,  33 245,  34 742,,,,,,,,,,,,,,,,,,,,
199,Montserrat,,500,B,  2 013,  1 612,  1 211,  1 244,  1 277,  1 351,  1 029,   825,   622,   639,   657,   696,   984,   787,   589,   605,   620,   655,,,,,,,,,,,,,,,,,,,,
200,Puerto Rico,,630,B,  321 909,  338 067,  355 038,  352 144,  304 969,  274 972,  153 354,  160 739,  168 480,  166 780,  142 939,  128 261,  168 555,  177 328,  186 558,  185 364,  162 030,  146 711,,,,,,,,,,,,,,,,,,,,
201,Saint Kitts and Nevis,,659,B,  3 210,  4 248,  5 871,  6 682,  7 245,  7 443,  1 642,  2 196,  3 068,  3 501,  3 806,  3 916,  1 568,  2 052,  2 803,  3 181,  3 439,  3 527,,,,,,,,,,,,,,,,,,,,
202,Saint Lucia,,662,B,  5 305,  7 152,  9 868,  11 468,  12 100,  12 771,  2 616,  3 560,  4 950,  5 783,  6 106,  6 446,  2 689,  3 592,  4 918,  5 685,  5 994,  6 325,,,,,,,,,,,,,,,,,,,,
203,Saint Vincent and the Grenadines,,670,B,  3 970,  4 135,  4 307,  4 395,  4 485,  4 577,  1 928,  2 011,  2 099,  2 144,  2 190,  2 237,  2 042,  2 124,  2 208,  2 251,  2 295,  2 340,,,,,,,,,,,,,,,,,,,,
204,Sint Maarten (Dutch part),,534,B,..,..,..,  13 100,  26 200,  27 295,..,..,..,  6 285,  12 570,  13 077,..,..,..,  6 815,  13 630,  14 218,,,,,,,,,,,,,,,,,,,,
205,Trinidad and Tobago,,780,B,  50 666,  45 994,  41 753,  44 812,  48 226,  49 883,  23 528,  21 303,  19 288,  20 647,  23 152,  24 326,  27 138,  24 691,  22 465,  24 165,  25 074,  25 557,,,,,,,,,,,,,,,,,,,,
206,Turks and Caicos Islands,,796,B,  5 062,  7 039,  9 015,  9 945,  10 875,  11 688,  2 620,  3 643,  4 665,  5 146,  5 627,  6 047,  2 442,  3 396,  4 350,  4 799,  5 248,  5 641,,,,,,,,,,,,,,,,,,,,
207,United States Virgin Islands,,850,B,  51 970,  54 241,  56 611,  56 647,  56 684,  56 721,  24 824,  25 760,  26 730,  26 726,  26 722,  26 728,  27 146,  28 481,  29 881,  29 921,  29 962,  29 993,,,,,,,,,,,,,,,,,,,,
208,Central America,,916,, 1 829 911, 1 298 916, 1 107 577, 1 385 713, 1 749 940, 2 040 151,  903 333,  643 244,  554 886,  692 144,  874 453, 1 020 896,  926 578,  655 672,  552 691,  693 569,  875 487, 1 019 255,,,,,,,,,,,,,,,,,,,,
209,Belize,,84,B R ,  30 404,  33 446,  36 488,  41 424,  46 360,  53 860,  16 393,  17 512,  18 631,  21 045,  23 459,  27 092,  14 011,  15 934,  17 857,  20 379,  22 901,  26 768,,,,,,,,,,,,,,,,,,,,
210,Costa Rica,,188,B R,  417 628,  364 287,  310 946,  358 175,  405 404,  421 697,  212 173,  184 485,  156 798,  176 335,  195 873,  202 613,  205 455,  179 802,  154 148,  181 840,  209 531,  219 084,,,,,,,,,,,,,,,,,,,,
211,El Salvador,,222,B R,  47 360,  39 537,  31 713,  36 019,  40 324,  42 045,  22 218,  18 564,  14 909,  17 029,  19 148,  19 996,  25 142,  20 973,  16 804,  18 990,  21 176,  22 049,,,,,,,,,,,,,,,,,,,,
212,Guatemala,,320,B R,  264 257,  156 188,  48 119,  57 252,  66 384,  76 352,  112 615,  66 913,  21 211,  26 064,  30 917,  36 136,  151 642,  89 275,  26 908,  31 188,  35 467,  40 216,,,,,,,,,,,,,,,,,,,,
213,Honduras,,340,B R,  270 423,  149 442,  28 461,  27 875,  27 288,  28 070,  137 573,  76 077,  14 581,  14 444,  14 306,  14 826,  132 850,  73 365,  13 880,  13 431,  12 982,  13 244,,,,,,,,,,,,,,,,,,,,
214,Mexico,,484,B R,  695 674,  458 549,  538 051,  712 487,  969 538, 1 193 155,  348 353,  229 589,  270 896,  359 642,  490 691,  604 669,  347 321,  228 960,  267 155,  352 845,  478 847,  588 486,,,,,,,,,,,,,,,,,,,,
215,Nicaragua,,558,B R,  41 421,  26 619,  30 389,  34 918,  37 333,  40 262,  20 860,  13 364,  15 423,  17 773,  19 128,  20 723,  20 561,  13 255,  14 966,  17 145,  18 205,  19 539,,,,,,,,,,,,,,,,,,,,
216,Panama,,591,B,  62 744,  70 848,  83 410,  117 563,  157 309,  184 710,  33 148,  36 740,  42 437,  59 812,  80 931,  94 841,  29 596,  34 108,  40 973,  57 751,  76 378,  89 869,,,,,,,,,,,,,,,,,,,,
217,South America,,931,, 4 283 262, 4 241 024, 4 215 204, 4 518 645, 5 143 123, 5 826 431, 2 144 038, 2 109 833, 2 083 685, 2 221 898, 2 527 553, 2 861 025, 2 139 224, 2 131 191, 2 131 519, 2 296 747, 2 615 570, 2 965 406,,,,,,,,,,,,,,,,,,,,
218,Argentina,,32,B, 1 649 919, 1 595 069, 1 540 219, 1 673 088, 1 805 957, 2 086 302,  788 130,  753 027,  717 924,  774 810,  831 696,  960 310,  861 789,  842 042,  822 295,  898 278,  974 261, 1 125 992,,,,,,,,,,,,,,,,,,,,
219,Bolivia (Plurinational State of),,68,B,  73 758,  83 598,  92 658,  107 745,  122 846,  142 989,  37 549,  42 806,  47 665,  56 019,  64 380,  74 939,  36 209,  40 792,  44 993,  51 726,  58 466,  68 050,,,,,,,,,,,,,,,,,,,,
220,Brazil,,76,B,  798 517,  741 557,  684 596,  638 582,  592 568,  713 568,  426 147,  396 152,  366 156,  343 019,  319 882,  385 201,  372 370,  345 405,  318 440,  295 563,  272 686,  328 367,,,,,,,,,,,,,,,,,,,,
221,Chile,,152,B,  107 501,  142 417,  177 332,  273 384,  369 436,  469 436,  54 547,  69 632,  84 717,  129 398,  174 079,  221 200,  52 954,  72 785,  92 615,  143 986,  195 357,  248 236,,,,,,,,,,,,,,,,,,,,
222,Colombia,,170,B,  104 277,  106 943,  109 609,  107 612,  124 271,  133 134,  53 109,  54 666,  56 223,  55 706,  65 622,  70 912,  51 168,  52 277,  53 386,  51 906,  58 649,  62 222,,,,,,,,,,,,,,,,,,,,
223,Ecuador,,218,B R,  78 663,  115 093,  151 523,  187 404,  325 366,  387 513,  38 531,  57 879,  77 227,  96 188,  167 773,  200 352,  40 132,  57 214,  74 296,  91 216,  157 593,  187 161,,,,,,,,,,,,,,,,,,,,
224,Falkland Islands (Malvinas),,238,B,   855,   868,  1 067,  1 166,  1 436,  1 571,   488,   510,   636,   675,   807,   873,   367,   358,   431,   491,   629,   698,,,,,,,,,,,,,,,,,,,,
225,French Guiana,,254,B,  63 612,  70 131,  76 649,  86 468,  96 288,  106 108,  34 843,  36 869,  38 895,  42 729,  46 564,  50 399,  28 769,  33 262,  37 754,  43 739,  49 724,  55 709,,,,,,,,,,,,,,,,,,,,
226,Guyana,,328,B,  4 095,  6 352,  8 610,  10 868,  13 126,  15 384,  2 200,  3 405,  4 611,  5 817,  7 023,  8 229,  1 895,  2 947,  3 999,  5 051,  6 103,  7 155,,,,,,,,,,,,,,,,,,,,
227,Paraguay,,600,B,  195 884,  186 570,  176 608,  168 243,  160 299,  156 462,  102 816,  97 869,  92 052,  87 698,  83 394,  81 303,  93 068,  88 701,  84 556,  80 545,  76 905,  75 159,,,,,,,,,,,,,,,,,,,,
228,Peru,,604,B,  65 025,  56 732,  66 293,  77 541,  84 066,  90 881,  32 538,  28 061,  32 955,  38 746,  42 204,  45 805,  32 487,  28 671,  33 338,  38 795,  41 862,  45 076,,,,,,,,,,,,,,,,,,,,
229,Suriname,,740,C,  18 031,  22 270,  27 506,  33 664,  39 713,  46 836,  9 731,  12 057,  14 892,  18 339,  21 659,  25 569,  8 300,  10 213,  12 614,  15 325,  18 054,  21 267,,,,,,,,,,,,,,,,,,,,
230,Uruguay,,858,B,  98 116,  93 428,  88 871,  82 318,  76 263,  71 799,  45 830,  43 427,  41 093,  37 658,  34 507,  32 475,  52 286,  50 001,  47 778,  44 660,  41 756,  39 324,,,,,,,,,,,,,,,,,,,,
231,Venezuela (Bolivarian Republic of),,862,B, 1 025 009, 1 019 996, 1 013 663, 1 070 562, 1 331 488, 1 404 448,  517 579,  513 473,  508 639,  535 096,  667 963,  703 458,  507 430,  506 523,  505 024,  535 466,  663 525,  700 990,,,,,,,,,,,,,,,,,,,,
232,Northern America,,905,, 27 610 542, 33 341 147, 40 351 848, 45 363 387, 51 220 996, 54 488 725, 13 497 319, 16 402 001, 19 983 930, 22 544 728, 25 064 323, 26 586 377, 14 113 223, 16 939 146, 20 367 918, 22 818 659, 26 156 673, 27 902 348,,,,,,,,,,,,,,,,,,,,
233,Bermuda,,60,B,  15 683,  16 676,  17 668,  18 276,  18 884,  19 126,  7 557,  8 044,  8 531,  8 866,  9 202,  9 336,  8 126,  8 632,  9 137,  9 410,  9 682,  9 790,,,,,,,,,,,,,,,,,,,,
234,Canada,,124,B, 4 333 318, 4 864 778, 5 511 914, 6 078 985, 7 011 226, 7 835 502, 2 109 652, 2 356 105, 2 659 135, 2 915 838, 3 356 211, 3 748 267, 2 223 666, 2 508 673, 2 852 779, 3 163 147, 3 655 015, 4 087 235,,,,,,,,,,,,,,,,,,,,
235,Greenland,,304,B,  9 416,  7 320,  6 755,  6 686,  6 226,  6 009,  6 565,  5 011,  4 723,  4 549,  4 210,  3 951,  2 851,  2 309,  2 032,  2 137,  2 016,  2 058,,,,,,,,,,,,,,,,,,,,
236,Saint Pierre and Miquelon,,666,B,  1 099,  1 320,  1 458,  1 147,  1 017,   986,   560,   682,   756,   597,   531,   516,   539,   638,   702,   550,   486,   470,,,,,,,,,,,,,,,,,,,,
237,United States of America,,840,B, 23 251 026, 28 451 053, 34 814 053, 39 258 293, 44 183 643, 46 627 102, 11 372 985, 14 032 159, 17 310 785, 19 614 878, 21 694 169, 22 824 307, 11 878 041, 14 418 894, 17 503 268, 19 643 415, 22 489 474, 23 802 795,,,,,,,,,,,,,,,,,,,,
238,Oceania,,909,, 4 730 858, 5 022 263, 5 360 027, 6 023 421, 7 125 364, 8 100 886, 2 415 042, 2 535 448, 2 676 143, 2 988 897, 3 538 376, 3 999 552, 2 315 816, 2 486 815, 2 683 884, 3 034 524, 3 586 988, 4 101 334,,,,,,,,,,,,,,,,,,,,
239,Australia and New Zealand,,927,, 4 473 260, 4 741 947, 5 065 063, 5 717 982, 6 830 423, 7 803 399, 2 271 419, 2 382 510, 2 519 827, 2 826 880, 3 381 077, 3 840 367, 2 201 841, 2 359 437, 2 545 236, 2 891 102, 3 449 346, 3 963 032,,,,,,,,,,,,,,,,,,,,
240,Australia,(22),36,B, 3 955 213, 4 153 330, 4 386 250, 4 878 030, 5 882 980, 6 763 663, 2 013 196, 2 093 280, 2 189 900, 2 419 190, 2 922 030, 3 337 580, 1 942 017, 2 060 050, 2 196 350, 2 458 840, 2 960 950, 3 426 083,,,,,,,,,,,,,,,,,,,,
241,New Zealand,,554,B,  518 047,  588 617,  678 813,  839 952,  947 443, 1 039 736,  258 223,  289 230,  329 927,  407 690,  459 047,  502 787,  259 824,  299 387,  348 886,  432 262,  488 396,  536 949,,,,,,,,,,,,,,,,,,,,
242,Melanesia,,928,,  90 210,  96 828,  94 078,  103 878,  105 684,  109 595,  50 143,  54 089,  52 701,  58 643,  59 426,  61 813,  40 067,  42 739,  41 377,  45 235,  46 258,  47 782,,,,,,,,,,,,,,,,,,,,
243,Fiji,,242,B,  13 283,  13 001,  12 719,  12 435,  13 351,  13 751,  6 847,  6 726,  6 601,  6 564,  7 137,  7 421,  6 436,  6 275,  6 118,  5 871,  6 214,  6 330,,,,,,,,,,,,,,,,,,,,
244,New Caledonia,,540,B,  37 673,  43 662,  49 651,  55 405,  61 158,  64 290,  20 885,  23 908,  26 932,  29 909,  32 886,  34 621,  16 788,  19 754,  22 719,  25 496,  28 272,  29 669,,,,,,,,,,,,,,,,,,,,
245,Papua New Guinea,,598,C R,  32 720,  33 526,  25 101,  29 967,  25 424,  25 782,  18 793,  19 832,  15 624,  18 942,  16 370,  16 738,  13 927,  13 694,  9 477,  11 025,  9 054,  9 044,,,,,,,,,,,,,,,,,,,,
246,Solomon Islands,,90,B,  4 226,  4 178,  3 981,  3 271,  2 760,  2 585,  2 349,  2 328,  2 224,  1 830,  1 546,  1 450,  1 877,  1 850,  1 757,  1 441,  1 214,  1 135,,,,,,,,,,,,,,,,,,,,
247,Vanuatu,,548,B,  2 308,  2 461,  2 626,  2 800,  2 991,  3 187,  1 269,  1 295,  1 320,  1 398,  1 487,  1 583,  1 039,  1 166,  1 306,  1 402,  1 504,  1 604,,,,,,,,,,,,,,,,,,,,
248,Micronesia,,954,,  108 969,  118 687,  130 186,  128 390,  116 245,  115 772,  60 858,  63 046,  64 928,  63 769,  58 535,  58 613,  48 111,  55 641,  65 258,  64 621,  57 710,  57 159,,,,,,,,,,,,,,,,,,,,
249,Guam,,316,B,  69 755,  71 912,  74 070,  74 743,  75 416,  76 089,  39 364,  38 822,  38 280,  38 602,  38 924,  39 246,  30 391,  33 090,  35 790,  36 141,  36 492,  36 843,,,,,,,,,,,,,,,,,,,,
250,Kiribati,,296,B,  2 162,  2 223,  2 283,  2 487,  2 868,  3 153,  1 107,  1 139,  1 188,  1 312,  1 512,  1 662,  1 055,  1 084,  1 095,  1 175,  1 356,  1 491,,,,,,,,,,,,,,,,,,,,
251,Marshall Islands,,584,B,  1 158,  1 480,  1 891,  2 417,  3 089,  3 284,   721,   916,  1 164,  1 485,  1 895,  2 011,   437,   564,   727,   932,  1 194,  1 273,,,,,,,,,,,,,,,,,,,,
252,Micronesia (Federated States of),,583,B,  3 685,  3 342,  3 116,  2 905,  2 805,  2 756,  2 099,  2 119,  1 721,  1 565,  1 502,  1 473,  1 586,  1 223,  1 395,  1 340,  1 303,  1 283,,,,,,,,,,,,,,,,,,,,
253,Nauru,,520,C,  2 815,  2 605,  2 394,  2 253,  2 112,  3 178,  1 506,  1 395,  1 283,  1 208,  1 133,  1 907,  1 309,  1 210,  1 111,  1 045,   979,  1 271,,,,,,,,,,,,,,,,,,,,
254,Northern Mariana Islands,,580,B,  26 593,  32 376,  40 122,  37 542,  24 168,  21 648,  14 261,  15 847,  17 387,  15 977,  10 223,  9 100,  12 332,  16 529,  22 735,  21 565,  13 945,  12 548,,,,,,,,,,,,,,,,,,,,
255,Palau,,585,B,  2 801,  4 749,  6 310,  6 043,  5 787,  5 664,  1 800,  2 808,  3 905,  3 620,  3 346,  3 214,  1 001,  1 941,  2 405,  2 423,  2 441,  2 450,,,,,,,,,,,,,,,,,,,,
256,Polynesia,,957,,  58 419,  64 801,  70 700,  73 171,  73 012,  72 120,  32 622,  35 803,  38 687,  39 605,  39 338,  38 759,  25 797,  28 998,  32 013,  33 566,  33 674,  33 361,,,,,,,,,,,,,,,,,,,,
257,American Samoa,,16,B,  21 283,  23 098,  24 912,  24 233,  23 555,  23 216,  11 175,  12 037,  12 898,  12 498,  12 098,  11 898,  10 108,  11 061,  12 014,  11 735,  11 457,  11 318,,,,,,,,,,,,,,,,,,,,
258,Cook Islands,,184,B,  2 587,  2 686,  2 785,  3 277,  3 769,  4 152,  1 443,  1 497,  1 552,  1 724,  1 895,  2 078,  1 144,  1 189,  1 233,  1 553,  1 874,  2 074,,,,,,,,,,,,,,,,,,,,
259,French Polynesia,,258,B,  25 830,  28 360,  30 329,  32 286,  31 640,  30 058,  15 444,  16 689,  17 604,  18 405,  18 037,  17 136,  10 386,  11 671,  12 725,  13 881,  13 603,  12 922,,,,,,,,,,,,,,,,,,,,
260,Niue,,570,B,   461,   480,   498,   522,   545,   557,   245,   257,   268,   282,   295,   302,   216,   223,   230,   240,   250,   255,,,,,,,,,,,,,,,,,,,,
261,Samoa,,882,B,  3 357,  4 694,  5 998,  5 746,  5 122,  4 929,  1 771,  2 451,  3 101,  2 940,  2 594,  2 469,  1 586,  2 243,  2 897,  2 806,  2 528,  2 460,,,,,,,,,,,,,,,,,,,,
262,Tokelau,,772,B,   270,   266,   262,   258,   429,   487,   150,   147,   144,   133,   206,   233,   120,   119,   118,   125,   223,   254,,,,,,,,,,,,,,,,,,,,
263,Tonga,,776,B,  2 911,  3 274,  3 684,  4 301,  5 022,  5 731,  1 488,  1 718,  1 981,  2 328,  2 727,  3 127,  1 423,  1 556,  1 703,  1 973,  2 295,  2 604,,,,,,,,,,,,,,,,,,,,
264,Tuvalu,,798,C,   318,   263,   217,   183,   154,   141,   180,   148,   121,   101,   85,   78,   138,   115,   96,   82,   69,   63,,,,,,,,,,,,,,,,,,,,
265,Wallis and Futuna Islands,,876,B,  1 402,  1 680,  2 015,  2 365,  2 776,  2 849,   726,   859,  1 018,  1 194,  1 401,  1 438,   676,   821,   997,  1 171,  1 375,  1 411,,,,,,,,,,,,,,,,,,,,
